id,index,period,timestamp,minute,type,possession,play_pattern,team,player,position,duration,match_id,player_id,under_pressure,off_camera,counterpress,out,likelihood,outcome,recipient_id,recipient_name,height,body_part,location_x,location_y,location_end_x,location_end_y,passing_accuracy
0a60eca2-eaf8-4807-beab-0c66589348be,35,1,00:00:37.486,0,,4,Regular Play,Hungary,András Schäfer,Left Center Midfield,1.307242,3788763,42822,,,,,0.9583468766830658,Complete,11268,Attila Fiola,Ground Pass,Right Foot,86.558784,13.950746,95.1,3.9,0.86 (25/29)
54a5060b-ae07-4b26-b75d-4596651274b0,38,1,00:00:40.178,0,,4,Regular Play,Hungary,Attila Fiola,Left Wing Back,1.640173,3788763,11268,,,,,0.7330862877447321,Complete,42822,András Schäfer,Ground Pass,Right Foot,99.3,4.2,111.9,10.6,0.67 (24/36)
c4558449-a41c-452b-a75f-38ca131b678f,47,1,00:01:20.024,1,Free Kick,6,From Free Kick,France,Hugo Lloris,Goalkeeper,3.329442,3788763,3099,,,,,0.2840287907294989,Complete,20004,Paul Pogba,High Pass,Left Foot,14.56066,65.756966,70.2,69.2,1.0 (18/18)
0b7c6a6c-3e65-4c2a-a863-0f532a425438,49,1,00:01:23.354,1,,6,From Free Kick,France,Paul Pogba,Right Center Midfield,1.213089,3788763,20004,,,,,0.6539029016843989,Incomplete,5487,Antoine Griezmann,Low Pass,Head,70.4242,70.28362,84.2,74.6,0.72 (36/50)
8cdf4709-f58b-4faa-9a95-ce71ea5df063,51,1,00:01:24.567,1,Recovery,6,From Free Kick,Hungary,Attila Fiola,Left Wing Back,1.10795,3788763,11268,,,,,0.4599690026643461,Incomplete,19316,Roland Sallai,High Pass,Right Foot,35.808548,7.5987434,50.8,13.3,0.67 (24/36)
5bede3d2-bfef-47b8-8e5c-2ed625f6cef4,56,1,00:01:26.498,1,,6,From Free Kick,France,N''Golo Kanté,Center Defensive Midfield,0.479582,3788763,3961,True,,,,0.38250263356253095,Complete,19677,Karim Benzema,Low Pass,Right Foot,73.286644,60.944637,79.6,61.8,0.91 (61/67)
7d4eb61e-1a89-49c3-8692-0b10d024fd4c,59,1,00:01:26.978,1,,6,From Free Kick,France,Karim Benzema,Center Forward,1.924018,3788763,19677,True,,,,0.7689550071007566,Complete,5485,Raphaël Varane,High Pass,Left Foot,81.74334,56.302917,55.2,65.8,0.86 (25/29)
0822e8f1-4ea3-44e1-b41a-c5c9bf1a5019,62,1,00:01:29.911,1,,6,From Free Kick,France,Raphaël Varane,Right Center Back,1.340328,3788763,5485,,,,,0.9928191183121964,Complete,2999,Presnel Kimpembe,Ground Pass,Left Foot,56.941715,60.443954,51.4,45.7,0.97 (88/91)
31f1974c-5b08-4415-b278-5cfaabbd3031,65,1,00:01:33.665,1,,6,From Free Kick,France,Presnel Kimpembe,Left Center Back,0.811351,3788763,2999,,,,,0.9641705183107508,Complete,3961,N''Golo Kanté,Ground Pass,Left Foot,52.842285,39.10897,61.9,44.7,0.97 (83/86)
6d5b5ca3-c79f-4ad9-be21-9d295a06532c,68,1,00:01:36.497,1,,6,From Free Kick,France,N''Golo Kanté,Center Defensive Midfield,1.468088,3788763,3961,,,,,0.975747506967594,Complete,6849,Lucas Digne,Ground Pass,Right Foot,56.28076,33.924397,55.4,10.0,0.91 (61/67)
515a4ac3-ead0-4c1a-9fea-640685792ada,72,1,00:01:39.253,1,,6,From Free Kick,France,Lucas Digne,Left Back,1.413261,3788763,6849,True,,,,0.9913882132727468,Complete,2999,Presnel Kimpembe,Ground Pass,Left Foot,51.6,17.9,42.6,27.1,0.85 (60/71)
bb141e62-9838-4115-a1e6-3f44a8907059,75,1,00:01:41.677,1,,6,From Free Kick,France,Presnel Kimpembe,Left Center Back,1.410547,3788763,2999,,,,,0.9897378628662862,Complete,5485,Raphaël Varane,Ground Pass,Left Foot,40.11436,32.61189,45.2,59.2,0.97 (83/86)
072260a1-1a12-41f8-ae2c-52677cb0e7b7,78,1,00:01:44.094,1,,6,From Free Kick,France,Raphaël Varane,Right Center Back,1.56,3788763,5485,,,,,0.9595461573438324,Complete,5476,Benjamin Pavard,Ground Pass,Right Foot,42.229866,54.24027,58.7,77.2,0.97 (88/91)
30c81d0a-c018-4027-a9eb-7443c73a4811,82,1,00:01:46.229,1,,6,From Free Kick,France,Benjamin Pavard,Right Back,1.488744,3788763,5476,True,,,,0.9823083109243804,Complete,5485,Raphaël Varane,Ground Pass,Right Foot,58.365856,75.091675,44.7,67.8,0.92 (90/98)
c1de8aad-2570-4e88-af94-63c1d7f43302,85,1,00:01:48.675,1,,6,From Free Kick,France,Raphaël Varane,Right Center Back,1.138112,3788763,5485,,,,,0.9809800946290452,Complete,2999,Presnel Kimpembe,Ground Pass,Left Foot,42.85702,59.644688,43.7,32.7,0.97 (88/91)
5112e544-e7ae-4a7a-9acc-e41c84d529c0,88,1,00:01:51.490,1,,6,From Free Kick,France,Presnel Kimpembe,Left Center Back,1.036157,3788763,2999,,,,,0.9379001991203416,Complete,3026,Adrien Rabiot,Ground Pass,Left Foot,51.0651,28.520657,63.6,18.8,0.97 (83/86)
218438ec-37c1-4d4f-b51e-bae49f5688f3,92,1,00:01:55.216,1,,6,From Free Kick,France,Adrien Rabiot,Left Center Midfield,1.748211,3788763,3026,True,,,,0.9845634075920424,Complete,2999,Presnel Kimpembe,Ground Pass,Right Foot,66.04555,2.82969,48.6,20.7,0.91 (40/44)
0b56cb95-0817-4901-bcc4-df6161c1745e,95,1,00:02:00.993,2,,6,From Free Kick,France,Presnel Kimpembe,Left Center Back,1.320774,3788763,2999,,,,,0.9403518942347842,Complete,6849,Lucas Digne,Ground Pass,Left Foot,60.54237,20.924355,81.1,3.4,0.97 (83/86)
9d7ee50c-ebb2-49fe-9da0-65d18881490a,98,1,00:02:02.920,2,,6,From Free Kick,France,Lucas Digne,Left Back,0.146925,3788763,6849,,,,,0.03431578068078847,Incomplete,3026,Adrien Rabiot,Ground Pass,Left Foot,80.23481,0.06115,85.4,4.0,0.85 (60/71)
88180c54-8b61-491b-8076-a457cbc4c5d9,105,1,00:02:17.467,2,Free Kick,8,From Free Kick,Hungary,Endre Botka,Right Center Back,1.6,3788763,31887,,True,,,0.9962198792267826,Complete,7162,Ádám Nagy,Ground Pass,Right Foot,55.7,73.3,37.3,61.5,0.7 (21/30)
3908be15-c8a7-4ea9-8523-be701f461dcf,107,1,00:02:19.616,2,,8,From Free Kick,Hungary,Ádám Nagy,Center Defensive Midfield,2.0,3788763,7162,,True,,,0.9942416438451928,Complete,8509,Willi Orban,Ground Pass,Right Foot,37.3,61.5,33.2,45.5,0.84 (49/58)
63ae1998-bdfe-4224-841c-f1a137f75535,109,1,00:02:21.616,2,,8,From Free Kick,Hungary,Willi Orban,Center Back,2.682839,3788763,8509,,True,,,0.9693489954612372,Complete,46376,Attila Szalai,Ground Pass,Right Foot,33.2,45.5,37.5,22.0,0.9 (35/39)
e6b04bac-556a-4092-963f-0de50942e718,111,1,00:02:25.415,2,,8,From Free Kick,Hungary,Attila Szalai,Left Center Back,2.4,3788763,46376,,,,,0.98865673949979,Complete,8524,Péter Gulácsi,Ground Pass,Left Foot,34.192528,23.906456,7.8,36.1,0.84 (36/43)
e8873307-f7dd-4c95-a18e-b11c1731f04a,114,1,00:02:29.375,2,,8,From Free Kick,Hungary,Péter Gulácsi,Goalkeeper,1.719999,3788763,8524,,,,,0.980127906471722,Complete,7162,Ádám Nagy,Ground Pass,Right Foot,8.953156,41.359543,14.2,61.5,0.82 (36/44)
c64094f3-1f9a-4c07-81f1-5419f89ddf7d,117,1,00:02:32.535,2,,8,From Free Kick,Hungary,Ádám Nagy,Center Defensive Midfield,1.16961,3788763,7162,,,,,0.954209685670396,Complete,31887,Endre Botka,Ground Pass,Right Foot,20.6,67.1,30.6,75.0,0.84 (49/58)
6186cab5-3fc7-46e3-8959-562b9f044db6,120,1,00:02:34.585,2,,8,From Free Kick,Hungary,Endre Botka,Right Center Back,0.078574,3788763,31887,,,,,0.005313217546008347,Incomplete,19316,Roland Sallai,Low Pass,Right Foot,38.48918,78.513275,33.4,75.0,0.7 (21/30)
ec587ed9-638b-4ef2-b4e8-4770ca797c4e,123,1,00:02:46.921,2,Throw-in,9,From Throw In,Hungary,Loïc Négo,Right Wing Back,0.868692,3788763,16741,,,,,0.8612148312315524,Complete,7162,Ádám Nagy,Low Pass,,42.8,80.0,54.0,71.8,0.86 (24/28)
ae543e67-ad56-489f-8a8a-a78d5929f678,127,1,00:02:48.489,2,,9,From Throw In,Hungary,Ádám Nagy,Center Defensive Midfield,2.072059,3788763,7162,,,,,0.4878402577842196,Incomplete,8407,Ádám Szalai,High Pass,Right Foot,55.56207,72.44183,74.7,69.0,0.84 (49/58)
73154655-346a-42d5-ad64-c78dc223141e,129,1,00:02:50.561,2,Recovery,9,From Throw In,France,Lucas Digne,Left Back,1.828397,3788763,6849,,,,,0.5830645634952382,Incomplete,20004,Paul Pogba,High Pass,Head,49.16773,8.189026,58.0,18.3,0.85 (60/71)
890b3fd9-2cf1-472b-9805-daeb294dc51c,132,1,00:02:52.389,2,Recovery,9,From Throw In,Hungary,András Schäfer,Left Center Midfield,1.913297,3788763,42822,True,,,,0.3345106485552269,Incomplete,8407,Ádám Szalai,High Pass,,61.315582,61.617302,79.6,59.8,0.86 (25/29)
b1527ea0-8bfc-4cd1-89b1-a1e57373e47d,138,1,00:02:58.520,2,,9,From Throw In,Hungary,Attila Fiola,Left Wing Back,2.554518,3788763,11268,,,,,0.8594204520230316,Complete,19316,Roland Sallai,Ground Pass,Right Foot,76.83938,22.738152,96.1,5.7,0.67 (24/36)
dbf6adc4-f7a3-4f1a-8c3a-3df8c0d7c7cf,144,1,00:03:49.188,3,Free Kick,10,From Free Kick,Hungary,Roland Sallai,Right Center Forward,1.268043,3788763,19316,,,,,0.2836968166845732,Incomplete,31887,Endre Botka,High Pass,Right Foot,105.359116,9.107845,111.9,36.3,0.68 (13/19)
965cedde-09d3-413e-a076-97fb261f7b9c,147,1,00:05:23.589,5,Throw-in,11,From Throw In,Hungary,Attila Fiola,Left Wing Back,1.092338,3788763,11268,,,,,0.8659082871322026,Complete,8407,Ádám Szalai,Low Pass,,63.96637,-0.49314296,74.7,2.9,0.67 (24/36)
f43f044a-80c9-410f-ab18-c63e9c133039,164,1,00:05:29.166,5,Recovery,11,From Throw In,Hungary,Attila Fiola,Left Wing Back,0.58068,3788763,11268,,,,,0.9681175674835716,Complete,7162,Ádám Nagy,Ground Pass,Right Foot,72.77555,1.6406986,64.9,7.0,0.67 (24/36)
79a74066-23ac-426c-8ba8-0e3410155e01,166,1,00:05:29.747,5,,11,From Throw In,Hungary,Ádám Nagy,Center Defensive Midfield,1.41153,3788763,7162,,,,,0.5645699653726493,Incomplete,8407,Ádám Szalai,High Pass,Left Foot,66.90807,6.767713,76.6,3.1,0.84 (49/58)
f5d56ac2-b75c-48c7-babb-f4592f2386a9,168,1,00:05:31.159,5,Recovery,11,From Throw In,France,Benjamin Pavard,Right Back,1.084345,3788763,5476,,,,,0.6266603306596004,Complete,20004,Paul Pogba,Low Pass,Head,38.325066,79.30744,53.1,76.5,0.92 (90/98)
c08661d0-9254-46d7-821a-c487cd0422e4,177,1,00:05:40.123,5,Throw-in,12,From Throw In,France,Antoine Griezmann,Right Wing,1.512092,3788763,5487,,,,,0.9724265539231448,Complete,5485,Raphaël Varane,Low Pass,,52.4,80.0,33.4,75.7,0.81 (48/59)
98cf334a-5e09-4f99-afcc-fef0025fb334,180,1,00:05:43.763,5,,12,From Throw In,France,Raphaël Varane,Right Center Back,2.328349,3788763,5485,,,,,0.9812357799696784,Complete,2999,Presnel Kimpembe,Ground Pass,Right Foot,29.804306,62.16406,29.8,29.0,0.97 (88/91)
c11acea5-51f6-405d-8078-a0a68e494241,183,1,00:05:46.879,5,,12,From Throw In,France,Presnel Kimpembe,Left Center Back,1.765628,3788763,2999,,,,,0.965368858103462,Complete,6849,Lucas Digne,Ground Pass,Left Foot,32.24686,26.61773,42.8,10.2,0.97 (83/86)
df688638-73b2-482e-8b5f-6bd0f02c414c,186,1,00:05:50.092,5,,12,From Throw In,France,Lucas Digne,Left Back,1.128528,3788763,6849,,,,,0.9948576884872941,Complete,2999,Presnel Kimpembe,Ground Pass,Left Foot,47.3,6.4,40.7,23.3,0.85 (60/71)
c5f44bd6-4399-4360-b067-18564633663b,189,1,00:05:51.896,5,,12,From Throw In,France,Presnel Kimpembe,Left Center Back,1.521359,3788763,2999,,,,,0.9868127293358504,Complete,5485,Raphaël Varane,Ground Pass,Left Foot,43.1377,19.0559,38.8,51.5,0.97 (83/86)
fa9044cd-2e95-41bb-b2ac-b677403f56e1,192,1,00:05:57.293,5,,12,From Throw In,France,Raphaël Varane,Right Center Back,1.808405,3788763,5485,,,,,0.9739225975537206,Complete,5476,Benjamin Pavard,Ground Pass,Left Foot,50.218155,44.52772,57.6,72.3,0.97 (88/91)
4df05bb5-cb29-4b39-baad-48429ad58ee4,195,1,00:05:59.420,5,,12,From Throw In,France,Benjamin Pavard,Right Back,1.042385,3788763,5476,,,,,0.941077164195202,Complete,5487,Antoine Griezmann,Ground Pass,Right Foot,56.604656,70.66641,69.1,76.1,0.92 (90/98)
e79e4562-3e1c-472a-9720-1c0985d1f650,198,1,00:06:01.065,6,,12,From Throw In,France,Antoine Griezmann,Right Wing,0.758237,3788763,5487,,,,,0.8996065219612441,Complete,19677,Karim Benzema,Ground Pass,Left Foot,68.072624,77.10063,76.2,69.3,0.81 (48/59)
4268cfe1-215b-4009-adf4-63d7a4ec68e9,201,1,00:06:01.823,6,,12,From Throw In,France,Karim Benzema,Center Forward,0.76105,3788763,19677,True,,,,0.9787642908013768,Complete,5487,Antoine Griezmann,Ground Pass,Right Foot,74.561134,68.70917,68.9,77.0,0.86 (25/29)
0e222b21-4183-475e-9139-315e08984a65,204,1,00:06:04.231,6,,12,From Throw In,France,Antoine Griezmann,Right Wing,2.184228,3788763,5487,,,,,0.8194548292178309,Complete,2999,Presnel Kimpembe,High Pass,Left Foot,67.169365,75.47273,60.8,28.8,0.81 (48/59)
d6d082d5-f8ed-4bdf-b4cb-9e03f87ddc9e,208,1,00:06:08.488,6,,12,From Throw In,France,Presnel Kimpembe,Left Center Back,1.900258,3788763,2999,True,,,,0.558586385485403,Incomplete,6849,Lucas Digne,High Pass,Left Foot,64.75744,25.10704,87.1,8.7,0.97 (83/86)
2aaab0ca-bd81-4dbe-add0-e96532d1f9b1,211,1,00:06:21.711,6,Throw-in,13,From Throw In,France,Lucas Digne,Left Back,1.197089,3788763,6849,,,,,0.9266325346386152,Complete,3009,Kylian Mbappé Lottin,Low Pass,,81.28316,-0.20674,85.0,10.2,0.85 (60/71)
db39b708-2f06-484e-bedb-7e2c1e74c0a8,216,1,00:06:23.466,6,Recovery,14,Regular Play,Hungary,Ádám Nagy,Center Defensive Midfield,0.424144,3788763,7162,,,,,0.7132729078167507,Complete,16502,László Kleinheisler,Low Pass,Right Foot,34.55852,69.30453,42.4,62.8,0.84 (49/58)
4d98f777-4ffd-40ce-80c3-e415460666bd,220,1,00:06:28.331,6,,14,Regular Play,Hungary,László Kleinheisler,Right Center Midfield,1.130296,3788763,16502,,,,,0.9963572683182996,Complete,16741,Loïc Négo,Ground Pass,Right Foot,43.712097,78.57115,32.4,76.1,0.74 (17/23)
b333b196-ac89-45a4-b422-5872038dce46,222,1,00:06:29.461,6,,14,Regular Play,Hungary,Loïc Négo,Right Wing Back,1.081707,3788763,16741,,,,,0.9136413065405598,Complete,7162,Ádám Nagy,Ground Pass,Right Foot,35.999634,78.530914,43.9,60.5,0.86 (24/28)
a73b6a6c-6434-4537-9cef-7a65e61cc71a,225,1,00:06:34.303,6,,14,Regular Play,Hungary,Ádám Nagy,Center Defensive Midfield,3.068343,3788763,7162,,,,,0.942830006826136,Complete,11268,Attila Fiola,Ground Pass,Right Foot,69.203804,53.944515,82.6,14.9,0.84 (49/58)
ef310754-ed84-4592-ad4f-1e126b5a934d,235,1,00:06:54.900,6,Free Kick,16,From Free Kick,France,Raphaël Varane,Right Center Back,1.858967,3788763,5485,,True,,,0.995820647721846,Complete,3099,Hugo Lloris,Ground Pass,Right Foot,25.7,74.4,10.5,53.4,0.97 (88/91)
25680a84-4a3c-484b-a213-c22d96670872,237,1,00:06:58.746,6,,16,From Free Kick,France,Hugo Lloris,Goalkeeper,1.217259,3788763,3099,,,,,0.9902219468644328,Complete,2999,Presnel Kimpembe,Ground Pass,Left Foot,9.68324,47.52708,19.1,29.5,1.0 (18/18)
7a95dbc5-18db-4755-927f-bc8f437c8ccc,240,1,00:07:01.755,7,,16,From Free Kick,France,Presnel Kimpembe,Left Center Back,1.528755,3788763,2999,,,,,0.94155767894012,Complete,6849,Lucas Digne,Ground Pass,Right Foot,25.386696,26.186962,34.9,6.4,0.97 (83/86)
767783cd-0d42-41e9-8070-fcbce670a4a4,243,1,00:07:05.384,7,,16,From Free Kick,France,Lucas Digne,Left Back,1.549787,3788763,6849,,,,,0.9951989669029137,Complete,2999,Presnel Kimpembe,Ground Pass,Left Foot,37.9,9.2,31.1,21.3,0.85 (60/71)
d9915d52-6ce2-48c6-9bd3-261a8ec68295,246,1,00:07:07.902,7,,16,From Free Kick,France,Presnel Kimpembe,Left Center Back,1.80093,3788763,2999,,,,,0.9819846059833184,Complete,5485,Raphaël Varane,Ground Pass,Left Foot,34.47126,21.054825,30.4,49.2,0.97 (83/86)
00507ced-3987-406e-8a2a-3b322c7a256e,249,1,00:07:10.746,7,,16,From Free Kick,France,Raphaël Varane,Right Center Back,1.913556,3788763,5485,,,,,0.933173031294488,Complete,5476,Benjamin Pavard,Ground Pass,Right Foot,35.72449,51.43206,62.5,75.9,0.97 (88/91)
01403f5f-3b02-4d98-91c2-59ae3928b162,253,1,00:07:13.495,7,,16,From Free Kick,France,Benjamin Pavard,Right Back,0.795551,3788763,5476,True,,,,0.8354751081619206,Complete,5487,Antoine Griezmann,Ground Pass,Right Foot,63.147472,75.24487,68.7,78.2,0.92 (90/98)
db6502d1-9bd2-4d2d-99b7-ce7b24406387,256,1,00:07:15.616,7,,16,From Free Kick,France,Antoine Griezmann,Right Wing,3.040686,3788763,5487,,,,,0.13785553088183364,Incomplete,19677,Karim Benzema,High Pass,Left Foot,66.6901,74.29708,114.3,46.2,0.81 (48/59)
187c2d70-790a-4f24-879b-b622942db2fc,260,1,00:07:21.977,7,,17,Regular Play,Hungary,Péter Gulácsi,Goalkeeper,1.686394,3788763,8524,,,,,0.9978730966285232,Complete,46376,Attila Szalai,Ground Pass,Keeper Arm,9.3,36.1,14.6,22.0,0.82 (36/44)
dedad30f-c31c-4958-b127-f0974c4eb8f7,263,1,00:07:25.023,7,,17,Regular Play,Hungary,Attila Szalai,Left Center Back,1.018081,3788763,46376,,,,,0.968696892540812,Complete,7162,Ádám Nagy,Ground Pass,Left Foot,18.225096,22.96452,26.6,27.3,0.84 (36/43)
f0525a05-1c57-4b9e-94aa-dedab9071bfa,265,1,00:07:26.041,7,,17,Regular Play,Hungary,Ádám Nagy,Center Defensive Midfield,1.54108,3788763,7162,,,,,0.9942499572548128,Complete,46376,Attila Szalai,Ground Pass,Right Foot,27.757088,30.201931,22.9,14.1,0.84 (49/58)
5fb9213a-690d-4b71-be1a-66bd0a635f0e,268,1,00:07:31.182,7,,17,Regular Play,Hungary,Attila Szalai,Left Center Back,1.214327,3788763,46376,,,,,0.9706083216171704,Complete,7162,Ádám Nagy,Ground Pass,Left Foot,24.2,8.9,29.6,16.4,0.84 (36/43)
1a0addbe-d1fe-421c-885f-b68a007d8f5d,270,1,00:07:32.397,7,,17,Regular Play,Hungary,Ádám Nagy,Center Defensive Midfield,1.114682,3788763,7162,,,,,0.936669526707592,Complete,11268,Attila Fiola,Ground Pass,Left Foot,29.163187,19.650776,42.0,4.9,0.84 (49/58)
8a74e3d6-2939-4d33-a838-a8bf397271ff,274,1,00:07:33.551,7,,17,Regular Play,Hungary,Attila Fiola,Left Wing Back,0.391607,3788763,11268,,,,,0.018063177551487983,Incomplete,19316,Roland Sallai,Low Pass,Right Foot,48.040462,2.2940435,44.8,5.3,0.67 (24/36)
e361a106-3fb2-482f-bb0b-167667e01ee0,277,1,00:07:35.612,7,Recovery,17,Regular Play,France,N''Golo Kanté,Center Defensive Midfield,1.986198,3788763,3961,True,,,,0.3345106485552269,Incomplete,20004,Paul Pogba,High Pass,,71.198296,65.6833,85.8,63.1,0.91 (61/67)
4d02cf52-f419-47aa-a5cd-dba530c3f5fc,280,1,00:07:37.598,7,Recovery,17,Regular Play,Hungary,Attila Szalai,Left Center Back,1.730716,3788763,46376,,,,,0.4955563877856056,Incomplete,19316,Roland Sallai,High Pass,Head,30.29591,17.145205,50.5,4.4,0.84 (36/43)
4782e827-3208-47be-b11b-147ab92dfb7d,282,1,00:07:39.328,7,Recovery,18,Regular Play,France,Benjamin Pavard,Right Back,0.731708,3788763,5476,,,,,0.9639996511005297,Complete,3961,N''Golo Kanté,Low Pass,Head,71.01098,70.41892,72.1,66.5,0.92 (90/98)
6ef6de14-591b-45ea-8e33-283111f98552,285,1,00:07:44.317,7,,18,Regular Play,France,N''Golo Kanté,Center Defensive Midfield,0.978696,3788763,3961,,,,,0.9777350338322192,Complete,5476,Benjamin Pavard,Ground Pass,Right Foot,78.07849,62.03871,82.4,77.6,0.91 (61/67)
e8e9c46e-883c-40df-9b00-47f40095c723,288,1,00:07:46.369,7,,18,Regular Play,France,Benjamin Pavard,Right Back,2.099787,3788763,5476,,,,,0.8433133061868442,Complete,20004,Paul Pogba,Ground Pass,Right Foot,82.4,77.6,114.1,72.7,0.92 (90/98)
08601207-ea16-49e8-95fe-0956e7e878c8,294,1,00:08:20.869,8,Corner,19,From Corner,France,Antoine Griezmann,Right Wing,1.178135,3788763,5487,,,,,0.21162331913701027,Incomplete,,,High Pass,Left Foot,120.0,80.0,116.0,47.7,0.81 (48/59)
a35ca51c-4d4f-4226-81cb-d8df0de78d6a,298,1,00:08:51.466,8,Free Kick,20,From Free Kick,Hungary,Willi Orban,Center Back,0.799999,3788763,8509,,,,,0.9973032611927828,Complete,46376,Attila Szalai,Ground Pass,Right Foot,44.8,28.2,44.8,21.1,0.9 (35/39)
e5df29f0-9d5b-477e-9f92-9d798a2cb6fb,301,1,00:08:54.546,8,,20,From Free Kick,Hungary,Attila Szalai,Left Center Back,1.0,3788763,46376,,,,,0.9976954523042444,Complete,8509,Willi Orban,Ground Pass,Left Foot,36.77482,22.020868,37.1,27.7,0.84 (36/43)
4948affa-28bf-4796-bd72-a8b6dc752cac,304,1,00:08:58.026,8,,20,From Free Kick,Hungary,Willi Orban,Center Back,1.173218,3788763,8509,,,,,0.9904579713358668,Complete,7162,Ádám Nagy,Ground Pass,Right Foot,36.94426,33.519085,31.7,51.5,0.9 (35/39)
8d7e84b3-75f9-4db0-9144-5b82b432a6be,307,1,00:09:00.151,9,,20,From Free Kick,Hungary,Ádám Nagy,Center Defensive Midfield,0.860003,3788763,7162,,,,,0.9340031604909949,Complete,42822,András Schäfer,Ground Pass,Right Foot,35.8526,51.88866,43.1,48.9,0.84 (49/58)
47710239-5bc0-43ef-ab99-b59b5643f8f0,310,1,00:09:01.786,9,,20,From Free Kick,Hungary,András Schäfer,Left Center Midfield,0.623104,3788763,42822,,,,,0.9874566702144026,Complete,7162,Ádám Nagy,Ground Pass,Right Foot,46.949593,50.505547,37.9,50.0,0.86 (25/29)
8218b518-7426-4889-b1fd-abf6ed9f21ea,312,1,00:09:02.409,9,,20,From Free Kick,Hungary,Ádám Nagy,Center Defensive Midfield,1.797816,3788763,7162,,,,,0.9909460640159491,Complete,8509,Willi Orban,Ground Pass,Right Foot,38.24393,52.85921,33.9,30.3,0.84 (49/58)
ffe87c3e-e149-4bbf-86a4-62223e1e476f,315,1,00:09:05.607,9,,20,From Free Kick,Hungary,Willi Orban,Center Back,2.392651,3788763,8509,,,,,0.4919400743031157,Complete,11268,Attila Fiola,High Pass,Right Foot,42.229065,33.4362,74.5,3.1,0.9 (35/39)
2ac2c049-ff04-44de-a339-8dade1c55482,318,1,00:09:10.189,9,,20,From Free Kick,Hungary,Attila Fiola,Left Wing Back,2.630088,3788763,11268,,,,,0.6671950562129171,Unknown,19316,Roland Sallai,Ground Pass,Right Foot,74.5,3.1,108.9,7.2,0.67 (24/36)
